32.7377294,-85.5930488
32.7367160,-85.5921630
32.7354210,-85.5910680
32.7344030,-85.5901980
32.7341190,-85.5899510
32.7332460,-85.5891990
32.7324250,-85.5885040
32.7309920,-85.5872730
32.7307100,-85.5870140
32.7306700,-85.5869750
32.7304770,-85.5867860
32.7303000,-85.5866000
32.7301280,-85.5864060
32.7298380,-85.5860570
32.7296390,-85.5857990
32.7294510,-85.5855320
32.7292340,-85.5851990
32.7289950,-85.5847960
32.7288060,-85.5844400
32.7287040,-85.5842300
32.7287650,-85.5838960
32.7289400,-85.5842610
32.7290620,-85.5845010
32.7292250,-85.5847920
32.7294330,-85.5851320
32.7296520,-85.5854640
32.7298850,-85.5857840
32.7301300,-85.5860920
32.7303450,-85.5863390
32.7305680,-85.5865760
32.7307990,-85.5868050
32.7308310,-85.5868350
32.7310800,-85.5870650
32.7316590,-85.5875560
32.7329120,-85.5886380
32.7329530,-85.5886790
32.7339300,-85.5895150
32.7341860,-85.5897260
32.7368560,-85.5920200
32.7373440,-85.5924360
32.7379099,-85.5928943
32.9750500,-86.0341110
32.9748000,-86.0341040
32.9745890,-86.0309550
32.9743560,-86.0310890
33.0284440,-86.1127380
33.0230580,-86.1070070
33.0228850,-86.1071410
33.0280550,-86.1123460
33.0283520,-86.1123330
33.0206740,-86.1044820
33.0205250,-86.1046340
32.9972080,-86.0783390
32.9976970,-86.0791700
33.0944030,-86.2151470
32.9726170,-86.0191510
32.9660760,-86.0082910
33.0520000,-86.1431140
32.9756780,-86.0392490
32.9758920,-86.0390570
33.0745410,-86.1676910
33.0747360,-86.1676010
32.9982550,-86.0794580
32.9821940,-86.0609820
32.9887540,-86.0695530
32.9687360,-86.0112090
33.0196060,-86.1035750
33.0197130,-86.1033690
33.0195620,-86.1031910
32.9788340,-86.0501170
32.9790660,-86.0499610
33.0513020,-86.1428160
33.0514200,-86.1426300
32.9671030,-86.0094220
33.0747820,-86.1732290
33.0990290,-86.2207720
33.0992570,-86.2210200
33.0991500,-86.2212370
32.9740270,-86.0270890
33.0980470,-86.2200290
33.0981880,-86.2198600
32.9885480,-86.0689920
33.0916020,-86.2101890
33.0914400,-86.2103410
33.0591500,-86.1490950
33.0588550,-86.1491390
33.0861970,-86.2011300
33.0860330,-86.2012630
33.0815080,-86.1908030
